Name,Released_year,Rating,Genre,Sub_genre,Free
Piwall,2018,6.4,Casual,Indie,True
Dark Home,2021,4.5,Action,N/A,True
Kira,2017,6.7,Casual,Simulation,True
Maneki's Curse,2016,6.1,Indie,RPG,True
Junkpunk: Arena,2021,6.4,Action,Casual,True
Fury Strike,2018,4.8,Action,N/A,True
Wartales Playtest,2021,9.7,N/A,N/A,False
The Magical Land of Canada,2023,9.7,Indie,N/A,True
Desperate ESCAPE,2024,9.7,Adventure,Indie,True
Banana-Shaped,2024,2.1,Casual,Indie,True
Dream Ploy Will,2023,7.0,Indie,Strategy,True
I will make you scared of this Red Box,2024,8.8,Action,Indie,True
Guidelicious,2023,9.4,Adventure,Indie,True
The Paper Trials,2023,7.9,Action,Adventure,True
LastOneStanding,2023,3.3,Indie,RPG,True
Death Roads: Tournament Prologue,2023,7.9,Indie,Racing,True
The Eyes of Dr Kautzmann,2022,6.7,Adventure,Indie,True
Trigger Time,2017,7.9,Action,Indie,True
Taste of victory,2023,10.0,Indie,Strategy,True
Seaberry Holiday,2022,9.1,Casual,Indie,True
Thunderbolt Poker,2022,6.7,Casual,Massively Multiplayer,True
Avast Ye,2019,5.8,Adventure,N/A,True
Dead End Aegis: Gaiden,2022,8.8,Adventure,Casual,True
Divergence,2023,8.2,Action,Adventure,True
VirZOOM Arcade,2016,7.9,Action,Adventure,True
The Energy Lab,2019,6.7,Adventure,Indie,True
REDACTED,2024,6.1,Action,N/A,True
Eggz - Collectible Eggs Clicker,2024,2.7,Casual,N/A,True
Bullet Runner: The First Slaughter,2023,9.1,Action,Adventure,True
Rust 'n Dust,2021,6.1,Action,Adventure,True
Bounce ASMR,2024,3.6,Indie,Simulation,True
Stargazer Christmas,2016,7.6,Adventure,Casual,False
Hell Survivors: Prologue,2024,6.4,Action,Indie,True
Steel & Bone,2020,8.2,Action,Adventure,True
"Shoo, Box!",2020,9.1,Adventure,Indie,True
Alas Astra,2021,7.0,Action,Adventure,True
STARTMOVE,2022,5.8,Action,Adventure,True
Limberjack,2016,6.1,Simulation,Sports,True
TETRAGUN,2023,9.1,Action,Casual,True
Synthetic Love,2018,3.9,Adventure,Indie,True
DOOM TOMB,2022,8.8,Action,N/A,True
Seeking Dawn: Free to Play Edition,2018,6.8,Adventure,Indie,False
Anderson (Alpha),2018,7.3,Adventure,Casual,False
The Enlightened League of Bone Builders and the Osseous Enigma,2016,7.3,Adventure,Casual,True
Project Katharsis,2019,5.5,Adventure,Indie,True
Bite At The Museum,2021,7.9,Action,Adventure,True
G for Gravity,2021,8.2,Casual,Indie,True
World of Grimm,2024,9.7,Indie,Strategy,True
Norland: Story Generating Strategy Playtest,2024,9.7,N/A,N/A,False
Dreamscape Abyss,2023,9.1,Adventure,Casual,True
Major League Gladiators,2017,8.5,Action,Indie,True
Worldwide Battle Royale,2023,5.2,Action,Adventure,True
Eira: Echoes of Adventure,2020,9.1,Adventure,Casual,True
Jump Jumpz,2018,6.1,Casual,Indie,True
Silent World,2022,9.4,Casual,Indie,True
The Homestead,2019,7.6,Casual,Simulation,True
Welcome To... Chichester 1/Redux : The Spy Of America And The Long Vacation,2019,7.6,Adventure,Casual,True
Truck Mechanic: Dangerous Paths - Prologue Playtest,2022,9.1,N/A,N/A,False
Heaven Snakes Beta,2022,7.6,Action,Casual,True
The Journey Home,2016,5.2,Adventure,RPG,True
Earthshakers,2019,6.1,Action,Indie,True
WAR7,2016,3.9,Action,Indie,False
DeLight: The Journey Home,2020,7.9,Adventure,Casual,True
Little Bo Reap,2023,9.4,Action,RPG,True
Grimstar: Prequel,2022,7.0,Strategy,N/A,True
The Dark Book,2023,6.1,Action,Adventure,True
Rockfest,2018,3.6,N/A,N/A,False
Love Birds,2024,9.4,Action,Casual,True
WHERE SAFETY ENDS R,2024,9.4,Indie,RPG,True
Natural Disaster: A Butterfly's Guide to Mass Destruction,2023,10.0,Adventure,Casual,True
L/Right Reflection,2023,8.5,Action,RPG,True
Tales of Wind,2024,6.1,Massively Multiplayer,RPG,True
Chasing Tail,2020,9.4,Casual,N/A,True
Tori,2018,9.4,Adventure,Casual,True
Speedway Challenge League,2017,9.4,Racing,N/A,False
Air Raid Over Britain,2018,5.5,Casual,Indie,True
Faceted Flight,2016,7.6,Action,Adventure,True
Fireworks Desert Blast,2016,7.6,Simulation,N/A,True
ERR - 001,2016,5.5,Adventure,RPG,True
Scary Horror,2024,8.8,Adventure,Casual,True
The Love Boat,2017,8.2,Adventure,Casual,False
Kilonova,2024,9.4,Action,Adventure,True
South Pole Bebop,2024,8.8,Indie,RPG,True
B-12,2019,7.9,Action,Indie,True
Humans V Zombies,2020,4.2,Action,N/A,True
Secret Girl,2018,2.7,Action,Adventure,False
The Lizartian,2022,7.6,Action,Adventure,True
Bad birthday,2016,4.5,Adventure,Indie,False
Arboreal,2018,6.9,Adventure,Casual,True
Mist of the Undead,2020,5.0,Action,Casual,True
The Secret Life of Dorian Pink,2023,9.7,Adventure,Casual,True
Tokyo Re:Connect Prologue,2020,9.1,Casual,Indie,True
Deckweaver: Descent Into Chaos,2023,8.4,Action,Indie,True
A.V,2015,6.2,Adventure,Indie,True
Sillyfun Valley,2020,7.2,Adventure,N/A,True
Bingo VR,2020,7.2,Casual,Indie,True
ZAMB! Biomutant Extermination,2014,4.7,Action,Indie,False
Zhijiang Town,2022,8.4,RPG,N/A,True
Dawn of War II: Retribution The Last Stand,2011,9.7,Strategy,N/A,False
The New Sheriff,2024,9.1,Action,Casual,True
Coyote: An Old West Vignette,2024,9.4,Adventure,Indie,True
The Magic Storm,2020,7.5,Adventure,Casual,True
Colony 42,2020,7.2,Adventure,Indie,True
Spirit Realm,2017,6.6,Casual,Indie,True
Kingdoms Of Marazia: Classic,2018,6.9,Indie,Massively Multiplayer,True
Santa's Monster Shootout,2023,7.8,Action,Indie,True
Wandering Skies,2023,10.0,Adventure,Indie,True
Strange Encounter,2018,8.1,Adventure,Indie,True
Oh Darling! I Hate To Tell You This,2023,7.5,Action,Indie,True
Shadow Warrior (Classic),2014,7.3,Action,N/A,False
Spark of Survival,2024,8.8,Strategy,N/A,True
Garm Ruins,2024,9.7,Action,N/A,True
Plant Gallery: A Short Botanic Experience,2024,8.8,Simulation,N/A,True
Test Subject Name,2024,8.4,Action,Indie,True
Pocket Plants,2020,5.9,Casual,Indie,True
Hyphen,2015,9.1,Action,Casual,False
The Holyburn Witches,2024,5.3,Casual,Indie,True
Ping,2017,8.1,Action,Indie,True
Mobile Wars X,2018,7.8,Action,Casual,True
Early Mellow,2024,9.1,Adventure,Indie,True
Kleebuu Craves Fruit Salad,2023,9.7,Indie,N/A,True
Our Hero! First,2020,9.7,Action,Adventure,True
Raccoon The Miner,2020,5.9,Adventure,Casual,True
I Want to Fly,2020,9.4,Casual,Indie,True
怪話,2024,9.7,Adventure,Indie,True
Espresso Tycoon Playtest,2023,9.1,N/A,N/A,False
Survival Girls,2022,5.6,Adventure,Casual,True
Frogs,2024,6.6,Adventure,Casual,True
Lathe Safety Simulator,2017,7.2,Indie,Simulation,True
101010,2019,7.5,Casual,Indie,True
Caffeine,2018,8.1,N/A,N/A,True
CRAPPY ZOMBIE GAME,2016,6.6,Action,Indie,True
Car Crash Couch Party,2018,5.0,Casual,Indie,True
Deducto 2 Playtest,2023,9.4,N/A,N/A,False
self-indulgence,2024,6.9,Action,Indie,True
Wind Ryder,2023,9.7,Adventure,RPG,True
The Unfound Soul,2023,6.2,Indie,Strategy,True
Jera,2019,6.2,Action,N/A,True
Abyssal,2024,9.4,Strategy,N/A,True
Reberryon,2024,9.4,Action,N/A,True
Fantasy Defense,2018,4.7,Indie,Strategy,True
Battle Life Online,2022,3.8,Action,Adventure,True
GLADOM - 2D PVP Free & Skill Based,2020,7.8,Action,Casual,True
吞食天地二合一,2024,5.0,Action,Casual,True
Zombie school-丧尸学院,2018,7.5,Indie,N/A,True
TRANSCEND,2017,5.6,Action,Adventure,True
大海与你,2024,9.4,RPG,N/A,True
Blackout Protocol Playtest,2024,8.1,N/A,N/A,False
Cluck,2023,4.7,Action,Indie,True
Envoy of Nezphere,2018,5.0,Action,Indie,True
Drekirokr - Dusk of the Dragon,2020,8.4,Indie,RPG,True
Inferno Wizards,2020,6.9,Action,Adventure,True
The Veiled Ones,2024,8.1,Action,Adventure,True
Coins Invaders,2022,8.1,Action,Adventure,True
Rage Simulator,2024,9.4,Casual,Simulation,True
Reflection of a Fallen Feather,2017,7.8,Adventure,Indie,True
Alien Swarm: Reactive Drop - SDK,2017,9.1,N/A,N/A,False
Frauki's Adventure!,2021,7.5,Action,Adventure,True
Bubble Tea : game for thinking and imagination,2020,6.9,Adventure,Indie,True
Duskborn,2023,8.8,Action,N/A,True
Thirdmage,2018,6.2,Action,N/A,True
BomberGuys,2022,6.2,Casual,Indie,True
Snakedate,2023,8.1,Action,Casual,True
Captain CigArrr,2022,10.0,Action,Indie,True
4004-022,2019,3.8,Indie,N/A,True
Thereafter,2023,7.5,Casual,Indie,True
Bam Boom Blade 竹個擊破,2024,9.4,Action,Indie,True
Conflux: Prologue,2024,9.1,Adventure,Indie,True
Battles of the Valiant Universe CCG,2017,5.0,Casual,Indie,True
A Night With: Bartender,2024,7.8,Casual,RPG,True
Parts of the Elephant,2024,10.0,Casual,Indie,True
Beat the Blitz,2018,9.1,Action,Simulation,True
Cuboid Bouncer,2021,7.8,Action,Casual,True
Crossword World Puzzle,2022,7.5,Adventure,Casual,True
Temple of Kasthet,2023,7.5,Indie,N/A,True
Earth Rising,2023,7.2,Casual,Indie,True
Flip,2016,9.4,Casual,Indie,True
Scratch Man,2023,9.1,Action,Indie,True
One Week With The Mafia,2023,7.2,Indie,N/A,True
Hank: Straightjacket,2023,7.8,Adventure,Indie,True
沃瑞尔荒境,2023,7.8,Action,Adventure,True
MOANera,2024,6.6,Casual,Indie,True
Pudding,2024,3.8,Indie,Simulation,True
Astral Quester,2024,6.2,Adventure,RPG,True
Jewel Run,2023,8.4,Action,Casual,True
Teku,2023,9.1,Casual,Indie,True
Comrade Quack,2022,8.8,N/A,N/A,True
Mirror Shoot,2022,6.2,Action,Indie,True
Canto I,2024,8.4,Action,Adventure,True
Vessel Blue,2023,7.8,Adventure,Casual,True
A Night With: Spirit,2024,8.8,Casual,RPG,True
Hide and Seek with Noah,2024,9.0,Adventure,Casual,True
Final Knight: Prologue,2024,8.1,Action,RPG,True
Woodlock Manor,2022,9.7,Casual,Indie,True
冒险之路(Adventure Road),2017,5.2,Indie,Massively Multiplayer,True
Skeletal Skism,2022,8.4,Indie,RPG,True
ウワガキアイ,2023,10.0,Adventure,N/A,True
Lawnarchy,2022,9.4,Casual,Indie,True
Blitz Runner,2023,6.1,Action,Adventure,True
Codename: TIARAS,2021,5.8,Action,N/A,True
Baby Coyote,2020,7.7,Action,Adventure,True
Boom,2021,8.7,Indie,Strategy,True
Garden of Roses: Summerset,2023,8.7,Casual,Indie,True
3D Text Adventure,2019,4.5,Adventure,N/A,True
3AM CORP: The Balbazar Resort,2024,7.4,Action,Adventure,True
Escape Velocity,2019,7.7,Adventure,Casual,True
A MIRROR PUZZLE,2024,10.0,Casual,Indie,True
Combat Cat,2024,9.0,Action,N/A,True
Dreamslayer,2024,9.4,Action,N/A,True
할 짓 없는 군주님,2024,10.0,Casual,Indie,True
Lithium: Inmate 39,2016,6.5,Action,Adventure,False
Stardrop,2024,9.4,Action,Adventure,True
King Rabbit - Race,2022,9.7,Action,Indie,True
SnowBrawl,2022,5.8,Action,Casual,True
Monstro: Battle Tactics,2015,9.4,Casual,Indie,True
Phat Phrog Clicker,2024,4.8,Action,Adventure,True
Jake's Halloween Night,2023,9.0,Indie,RPG,True
Amihailu in Dreamland,2016,8.1,Indie,N/A,True
Banana Girls,2024,5.8,Simulation,N/A,True
MarsVR: Mars Desert Research Station VR,2022,6.1,Simulation,N/A,True
Eon of the Green: Area Delta (Prologue),2023,8.7,Adventure,RPG,True
后发制人,2023,3.9,Casual,Racing,True
MacroWin,2023,5.8,N/A,N/A,True
Battle Room Beta,2024,6.8,Action,N/A,True
Kenopsia,2021,4.2,Adventure,Indie,True
Milky Way TD SURVIVORS AUTOBATTLER RTS: Earth,2024,9.7,Casual,Indie,True
Wardens of the Amber Cage,2019,8.7,Action,Adventure,True
Astrogon,2022,9.7,Action,Indie,True
Achilles: Legends Untold Playtest,2022,8.1,N/A,N/A,False
Captain Lycop : Invasion of the Heters,2017,7.1,Action,Adventure,True
Aftermoor,2019,9.0,Action,N/A,True
Pearls of Atlantis: The Cove,2024,7.7,Casual,N/A,True
Bullets Squared,2021,8.7,Action,Casual,True
异世界的雪与奇迹,2023,10.0,Indie,RPG,True
FREERIDE: The Personality Test Playtest,2022,10.0,N/A,N/A,False
Space Expand,2019,4.2,Casual,Indie,True
死亡投票_Death Voting Game,2018,7.1,Adventure,Indie,True
Devinica,2023,7.7,Action,Adventure,True
SpaceDRG,2023,8.7,Action,Casual,True
Wizard Slime,2018,9.7,Action,Indie,True
LUX SINE,2020,8.1,N/A,N/A,True
Dusk Mark,2020,6.8,Adventure,RPG,True
Prophet: Prologue,2023,5.2,Action,Adventure,True
东方冰之勇者记 Playtest,2023,10.0,N/A,N/A,False
Only Wish,2023,7.4,Action,Adventure,True
Aquarius,2020,9.0,Action,Indie,True
Ashen Knights: One Passage,2023,8.1,Action,Adventure,True
M.A.R.S.S,2021,8.4,Action,Casual,True
Trash Time,2019,9.7,Casual,N/A,True
MANIC,2019,9.0,Action,Adventure,True
Perspectives: Aleppo-Helsinki,2017,7.4,Simulation,N/A,True
Canek: Quest for Corn Demo,2018,8.4,Action,Adventure,True
Mahjong Riichi Multiplayer,2018,8.7,Casual,Strategy,False
Cowboy Life Simulator Playtest,2024,9.4,N/A,N/A,False
Endless Bullet Heaven,2022,9.7,Action,Indie,True
All Fall Down,2015,6.5,Action,Adventure,True
Drag Deal,2022,6.5,Casual,Massively Multiplayer,True
Littlstar VR Cinema,2016,5.8,N/A,N/A,True
Geo-Duck,2021,9.0,Action,Adventure,True
Enigma of Fear Playtest,2024,10.0,N/A,N/A,False
Lucky Night VR,2017,6.5,Casual,N/A,True
"Grid Legion, Storm",2019,7.7,Indie,Strategy,True
Source of Survival Early Access,2021,4.5,Action,Adventure,True
MultiVerse,2022,6.1,Action,Indie,True
Gobligeddon,2019,9.4,Action,Casual,True
SoundLites,2017,7.1,Casual,Indie,True
Fate TriggerThe Novita Playtest,2024,6.1,N/A,N/A,False
snowboarding,2021,7.7,Action,Simulation,True
Pro Arena Alpha,2021,3.9,Action,Adventure,True
Escape From The Depth,2023,9.0,Action,Indie,True
GHOSTWINTER,2020,4.8,Action,Adventure,True
The Homecoming Exhibition,2023,7.1,Adventure,Casual,True
Earth's Greatest Defender,2023,9.7,Action,Adventure,True
Try 'n Cry - Prologue,2019,6.1,Action,Adventure,True
Dual Chroma: Academy Carols,2023,8.4,Casual,Indie,True
T.I.M.E,2024,7.1,Action,Strategy,True
Electronics Circuits Simulator,2017,6.1,Indie,Simulation,True
Ad Agency Simulator: Prologue,2024,8.1,Indie,Simulation,True
PIXELS,2023,9.4,Casual,Massively Multiplayer,True
Tenami,2020,7.7,Casual,Massively Multiplayer,True
Rapture - World Conquest,2017,7.7,Casual,Strategy,True
The Night The Carsons Disappeared,2016,6.8,Indie,N/A,True
Rabby in the Land of Sweets,2021,9.4,Action,N/A,True
Temple Trashers,2022,6.5,Action,Indie,True
7 Years War,2021,7.1,Action,Adventure,True
Ultimate Super Powers Old Maid3Days,2021,9.0,Casual,Indie,True
The Curious Study of Dr. Blackwood: A VR Tech Demo,2019,8.7,Adventure,N/A,True
神仙打架,2023,1.9,Casual,N/A,True
Plight,2018,8.4,Adventure,Indie,True
Block Busters,2020,7.4,Action,Casual,True
META REVELATIONS - RING SPIRITS,2019,8.1,Adventure,RPG,True
My Douchey Boss Has a Gentle Twin Brother?! - BL Visual Novel,2023,9.7,Indie,Simulation,True
Pirates Of Heaven,2023,3.5,Action,Adventure,True
Overboard,2019,9.7,Action,Indie,True
Angelus Brand VR Experience,2018,9.4,Indie,N/A,True
Floresia I : Intemporel,2018,6.1,Action,Adventure,True
Experience: Colorblindness,2018,9.4,Simulation,N/A,True
Marrakech,2021,5.5,Action,Adventure,True
The Stanford Ocean Acidification Experience,2016,7.7,N/A,N/A,True
Andromeda One,2020,5.2,Action,Adventure,True
Crochet Cavalcade,2022,6.1,Casual,N/A,True
Human Rights,2019,9.0,Indie,N/A,True
The Directed,2018,9.0,Casual,Indie,True
ULTRA LMAD,2023,8.1,Indie,RPG,True
biorhythm,2019,9.4,Action,Adventure,True
The Great Emu War,2018,8.4,Action,N/A,True
Install Wizard,2021,9.0,Action,Indie,True
Training Elves,2024,8.1,Casual,Indie,True
Single-handedly Challenge Ultimate World,2024,4.2,Adventure,Indie,True
Don't Get Tagged,2022,9.0,Action,Adventure,True
Octofight Escape,2021,9.0,Action,Casual,True
Golden Moon,2020,7.4,Action,Adventure,True
Biotix: Phage Genesis,2018,6.5,Action,Indie,True
Krieg,2017,7.7,Action,Indie,True
BLOKI,2023,7.1,Casual,Indie,True
Daily OVR Free,2020,7.4,N/A,N/A,True
lightblue,2021,6.3,Action,Adventure,True
Betrayer: Curse of the Spine - Prologue,2021,8.0,Action,Adventure,True
Midnight Syndrome,2024,10.0,Adventure,N/A,True
VR Jogger,2018,5.0,Casual,Simulation,True
Three KingdomsAncient battlefield 三国古战略,2018,7.7,Massively Multiplayer,Simulation,True
Burning Requiem: Fates,2022,8.0,Action,Indie,True
Iragon: Prologue,2023,8.7,Adventure,Casual,True
Exoplanet: A Project Coreward Demo,2018,8.0,Adventure,Casual,True
Hockeysplit,2020,7.0,Action,Sports,True
Crimson Hell,2024,7.0,Indie,N/A,True
PESTICIDE,2022,9.3,Action,N/A,True
Team Up VR (Beta),2018,5.3,Action,Indie,True
江梦潮音 J.M.Rhythm,2024,7.0,Casual,Indie,True
Third Power,2022,6.0,Adventure,Indie,True
Hold 10 Seconds,2020,8.7,Indie,N/A,True
Bunny Hop : Eggstreme,2022,8.7,Action,Indie,True
The Sinking of the Dream Chaser,2023,9.7,Adventure,Casual,True
crazy maze 疯狂迷宫 狂った迷路 Laberinto loco Labyrinthe fou Verrücktes Labyrinth,2018,5.7,Adventure,Casual,True
OutRoad Fury,2024,8.7,Action,Adventure,True
Hold Your Ground,2019,8.3,Action,Casual,True
Steel Ocean: Wolves of Deep Sea Playtest,2022,8.0,N/A,N/A,False
Eternal Realm,2015,3.3,RPG,N/A,True
Corrupted Universe Cries Quietly,2023,8.0,Action,Adventure,True
AstroBike,2021,7.0,Racing,N/A,True
Cubiverse,2021,10.0,Casual,Indie,True
Try Me,2022,7.0,Strategy,N/A,True
Quantum Legend - VR Experience,2019,4.0,Action,Adventure,True
Adventure Boy Jailbreak,2020,9.0,Adventure,Indie,True
Be The Richest,2023,5.0,Casual,RPG,True
Captain Backwater,2017,8.3,Casual,Indie,True
Platform Gun,2023,9.7,Action,Adventure,True
火柴人联盟2,2019,6.0,Action,Adventure,False
Recruit One,2020,9.3,Casual,Indie,True
Sniper Tactical,2016,5.0,Action,Casual,False
Объемная История,2022,4.7,Casual,Indie,True
Great Utopia,2020,6.3,Adventure,Indie,True
末日血战,2021,4.3,Adventure,Casual,True
三国.群将传,2024,8.3,Massively Multiplayer,RPG,True
15 puzzle,2020,5.7,Casual,Indie,True
UFHO2,2015,8.7,Indie,Strategy,True
The Roy Game,2021,9.0,Indie,Strategy,True
The Hole Town,2024,9.7,Indie,N/A,True
Timension,2017,8.3,Adventure,Strategy,True
Antimatter Elevator,2021,9.3,Indie,N/A,True
Porsche Hall of Legends VR,2020,6.3,Adventure,Sports,True
Mobius Playtest,2023,6.0,N/A,N/A,False
Ilhumia,2018,6.3,Strategy,N/A,False
The Light in the Darkness,2024,8.7,Adventure,Indie,True
The Leak,2023,9.0,Adventure,Casual,True
I Wanna Brother,2019,4.7,Action,Casual,True
Senna and the Forest,2019,9.7,Adventure,Indie,True
Eldritch Lands: The Witch Queen's Eternal War,2021,9.3,RPG,Strategy,True
Legends Of Iona RPG (2007 arcade mod),2017,5.3,Action,Adventure,True
Super Nate Adventure,2020,8.3,Casual,Indie,True
Block Heads: Instakill,2018,7.7,Action,N/A,True
Playing God,2020,5.7,Indie,N/A,True
AI Stories,2023,8.7,Casual,Indie,True
Panda City,2021,6.3,Simulation,Strategy,True
Savage Offroad,2017,6.3,Racing,N/A,True
Witchcraft: Candy Hunt,2023,9.0,Action,Casual,True
A Bad Day For A Hangover,2023,8.0,Action,Adventure,True
Project PULSE,2022,4.3,Action,Adventure,True
Jump Puzzle,2023,7.3,Casual,Indie,True
重装战线,2022,6.7,Adventure,Casual,True
Radical Solitaire,2020,8.7,Action,Casual,True
Harrowed World: What's Past Is Portents - Vampire Visual Novel,2024,8.7,Adventure,Indie,True
Killer Bean Playtest,2024,10.0,N/A,N/A,False
"Rainbows, toilets & unicorns!",2020,8.0,Action,N/A,True
Inception VR,2017,6.0,N/A,N/A,True
Defend Earth: Xenos Survivors - Prelude,2023,9.7,Action,Casual,True
EGG DROP,2023,9.0,Action,Casual,True
Two Colours,2022,9.3,Action,Indie,True
Table Ball,2022,8.0,Casual,Indie,True
Brother Brother,2019,10.0,Action,Adventure,True
FreedroidRPG,2023,8.3,Adventure,RPG,True
Battlemon,2023,7.3,Action,Indie,True
Last Whisper Playtest,2024,7.0,N/A,N/A,False
타부티(TAVUTI),2024,10.0,Adventure,Casual,True
Abigor,2022,9.0,Action,Adventure,True
2023: Alien Bugs Invade Earth,2023,9.0,Action,Casual,True
Money Maker,2018,9.0,Action,Adventure,True
DUMB: Treasure,2021,7.7,Adventure,Indie,True
Love love demon ji-恋恋妖姬,2019,5.7,Action,Casual,False
Dreams and Nightmares,2021,6.0,Action,Adventure,True
Blank,2019,8.0,Adventure,Indie,True
Forest of Frequencies,2023,9.3,Adventure,Indie,True
Okashi Towers,2024,9.7,Action,Indie,True
Prismatix,2018,8.3,Action,Casual,True
Shades Of Heroes,2020,7.7,Adventure,Indie,True
Boo's There?,2023,7.3,Casual,Indie,True
The 52 Fragments,2023,7.7,Indie,N/A,True
Orange - The Annoying Clicker,2024,3.7,Casual,Simulation,True
Flat Trip,2018,9.7,Indie,N/A,True
5Leaps (Space Tower Defense),2019,10.0,Indie,Strategy,True
Auto Battle Royale,2019,6.0,Action,Casual,True
Lonely Astronaut,2018,9.0,Action,Casual,True
阴桃花,2022,9.7,Casual,N/A,True
Iraq War,2021,5.3,Action,N/A,True
Diesel The Pug Warrior,2023,10.0,Action,Adventure,True
Bandit the game,2019,7.3,Action,Indie,True
Huge Enemy - Worldbreakers,2018,8.0,Action,Indie,True
Mortal Glory 2 Prologue,2024,9.0,Indie,RPG,True
Jamie's Toy Box,2023,7.7,Action,Casual,True
Red Solstice 2: Survivors Playtest,2021,8.3,N/A,N/A,False
Kukui,2017,5.7,Adventure,Casual,True
Poly Quest,2019,6.7,Action,Adventure,True
后遗症Sequela,2019,9.3,Adventure,Casual,True
Speedway Ringer,2023,8.0,Casual,Racing,True
DreamBack VR,2020,8.0,Adventure,Indie,True
Szikra,2024,9.3,Adventure,Casual,True
NAIRI: Rising Tide - Prologue,2020,9.0,Adventure,Casual,True
Dumball Rush,2024,9.0,Casual,Indie,True
Kra-Ken,2019,8.0,Action,N/A,True
SaGaS,2024,10.0,Casual,Indie,True
Knockout City - Private Server Edition,2024,8.0,Action,Adventure,True
Rapid Fire,2018,9.3,Action,N/A,True
Blade Flash Death,2021,10.0,Casual,Indie,True
Age of ilcoin VR : Retribution,2020,5.3,Action,Casual,True
MindMindMind,2024,9.7,Adventure,N/A,True
Rings of Hell,2021,9.0,Action,Adventure,True
Glitchball,2018,6.3,Casual,Indie,True
Descenso,2024,10.0,Adventure,Indie,True
PEDRO!,2024,5.5,Casual,N/A,True
Root Connections,2023,6.2,Strategy,N/A,True
Dawn of a Soul,2017,9.0,Casual,Indie,True
Screamboat Willie,2024,6.2,Action,Adventure,True
FRAGROOM: Defenders,2022,7.6,Action,Indie,True
NOBK Overlay,2024,7.9,Casual,N/A,True
Neokaiju,2021,6.6,Action,N/A,True
Faraway,2022,7.2,Adventure,Indie,True
Armless Samurai,2024,10.0,Action,N/A,True
Competitive Checkers,2023,6.2,Indie,RPG,True
Connected! 2,2023,9.7,Casual,N/A,True
Greylaw: Season 1,2019,5.9,N/A,N/A,False
云巅,2020,4.5,Action,Adventure,True
Too Angry To Die,2024,7.6,Action,Casual,True
Across The Line,2017,5.5,Indie,Simulation,True
Path of the Sramana,2020,6.6,Action,Indie,True
VERGJORN,2020,6.6,Casual,Strategy,True
Phantom Ascension,2024,3.4,Action,Adventure,True
Maneuver,2024,9.3,Action,Indie,True
一代掌门,2022,4.5,RPG,Simulation,True
BattleSteam,2022,4.8,Action,Indie,True
VALIANT KNIGHTS Typing Battle,2017,4.5,Action,Adventure,False
Skullborn Playtest,2021,9.7,N/A,N/A,False
Arcanbreak,2020,10.0,Adventure,N/A,True
Command: Chains of War,2017,9.3,Simulation,Strategy,False
Amicade,2023,9.7,Action,N/A,True
Galactic Harvester,2018,5.9,Casual,Indie,False
Cones in Space,2023,9.3,Action,Adventure,True
MVR,2022,3.4,Indie,Racing,True
Astrohazard Solutions Ltd,2017,10.0,Action,Adventure,True
Rig or Skill: PC Brawl,2018,6.6,Action,Casual,True
Lights Out,2019,6.6,Action,Adventure,True
Long Arm of the Law,2018,7.6,Action,Adventure,True
Star Rogue,2016,9.3,Action,Indie,True
Granny Kick Neighbor,2024,8.6,Action,Adventure,True
Pyramaze: The Game,2017,7.9,Action,Casual,True
Crack it Up! - Prologue,2024,8.6,Casual,Simulation,True
Wild Castle,2022,9.0,Adventure,N/A,True
Saloon VR,2019,7.2,Simulation,N/A,True
un/FRAGMENT,2024,9.7,Adventure,Indie,True
Pipe Escape,2024,9.3,Casual,Indie,True
Speech Trainer,2016,9.0,N/A,N/A,True
Lies of Astaroth,2023,5.2,Casual,Massively Multiplayer,True
二狗子历险记,2021,8.3,Adventure,Casual,True
Get off Work,2024,5.5,Action,Adventure,True
Echo of the Last Light,2023,8.6,Adventure,Indie,True
Koboo: The Tree Spirit - Prologue,2024,9.3,Action,Adventure,True
INARI,2023,9.3,Action,Adventure,True
Time Break 2121,2019,4.8,Action,Casual,True
Stagelands eternal defense,2023,6.6,Strategy,N/A,True
Kristal Mağara,2023,7.9,Adventure,Casual,True
Crucible,2021,9.7,Action,N/A,True
Eonica Chess Battle,2020,6.2,Casual,Strategy,True
Kunai Strike,2022,7.6,Action,N/A,True
Decay - a real time interactive experience,2022,7.6,Simulation,N/A,True
Let's Play Jigsaw Puzzles,2022,9.7,Casual,N/A,True
Cards We're Dealt: Prologue,2023,6.9,Action,Indie,True
4Prot,2021,5.9,RPG,Simulation,True
Zomcats Invasion,2024,8.3,Action,Casual,True
Retro Vaders: Reloaded,2020,9.3,Action,Indie,True
ESCAPE POINT,2020,5.2,Action,Adventure,True
Magic Mouse,2019,8.3,Action,Adventure,True
Crackin' Smackin,2024,9.3,Action,Casual,True
MOENTO - Modular Environment Toolkit,2021,8.3,Simulation,N/A,True
Power,2019,9.7,Action,Indie,True
Red Spider: Vengeance,2016,7.6,Adventure,N/A,True
Bernackels' Shoggoth,2017,6.2,Action,Indie,True
飞仙诀(福利版)-上线送V15万元真充无限抽奖,2023,5.9,Massively Multiplayer,RPG,True
Space Miner - Idle Adventures,2023,4.8,Casual,Indie,True
Mate,2022,7.9,Action,Indie,True
Magirune,2020,9.3,Adventure,Casual,True
Thibalryn,2019,8.3,Action,Adventure,True
The Pepper Prince: Episode 1 - Red Hot Chili Wedding,2019,9.7,Adventure,Casual,True
