Name,Released_year,Rating,Genre,Sub_genre,Free
天际起源 The Ark of Horizon,2019,5.2,Action,Adventure,True
When The Past Was Around - Prologue,2019,9.5,Adventure,Casual,True
Puzzle Quest 3,2023,5.0,Action,Adventure,True
Forkdrift,2020,8.5,Action,Indie,True
Epic Roller Coasters,2018,6.5,Casual,Indie,True
You Have 10 Seconds 2,2016,9.1,Casual,Indie,True
Terraformers: First Steps on Mars,2021,9.0,Simulation,Strategy,True
Cats and Seek: Kyoto,2024,9.9,Casual,Indie,True
Overload Playable Teaser 3.0,2016,9.4,Action,N/A,True
Wurroom,2019,9.3,Adventure,Casual,True
Belko VR: An Escape Room Experiment,2017,8.6,Action,Casual,True
Tanks: The Crusades,2021,9.4,Action,Casual,True
War of Omens Card Game,2019,8.6,Indie,Strategy,True
Your Dry Delight,2018,9.5,Casual,Indie,True
Stash,2017,6.6,Adventure,Indie,True
Hidden Deep Playtest,2021,9.6,N/A,N/A,False
Mondealy: Day One,2021,9.6,Adventure,Indie,True
Towards Future,2022,9.9,Indie,RPG,True
MetaWare High School (Demo),2020,9.7,Indie,N/A,True
MineSweeper Tetris,2022,9.3,Casual,Indie,True
Classic Marathon,2024,9.1,Action,N/A,True
Isle of Ewe,2020,8.7,Adventure,Indie,True
Pet idle,2021,7.9,Casual,Indie,True
Doorways: Old Prototype,2016,8.6,Action,Adventure,True
Seeker,2018,8.9,Adventure,Casual,True
LoveCraft,2024,7.5,Casual,Massively Multiplayer,True
1980,2020,9.0,Indie,Strategy,True
DemonsAreCrazy,2019,4.3,Action,Adventure,True
Spectre Divide Playtest,2024,7.5,N/A,N/A,False
Pacifish,2022,8.3,Casual,N/A,True
DK Online,2019,4.5,Action,Adventure,True
Command & Conquer Tiberian Sun and Firestorm,2024,8.8,Action,Strategy,False
Born Again,2023,8.1,Action,Indie,True
Shogun Showdown: Prologue,2023,9.8,RPG,Strategy,True
Ambre - a heartbreaking kinetic novel,2017,7.6,Casual,Indie,True
The Lost Dachshund,2022,9.8,Adventure,Casual,True
Robin,2018,8.8,Casual,Indie,True
Orake Classic,2017,7.1,Action,Adventure,True
Get Stuffed!,2021,8.9,Casual,Indie,True
Bomb Bots Arena,2020,8.5,Action,Casual,True
Clicker Guild,2016,5.5,N/A,N/A,True
Quickie: Fantasy Adventure,2023,9.0,Adventure,N/A,True
修仙小屋,2024,8.3,Casual,Massively Multiplayer,True
Momo Mother Bird: Final Story,2022,7.6,Action,Adventure,True
Rain's love memory-雨的恋记,2019,9.7,N/A,N/A,True
Skara - The Blade Remains,2014,5.8,Action,Indie,False
Pocket Waifu: Desktop Pet,2024,9.8,Casual,Indie,True
6 Seasons and a Game,2021,9.0,N/A,N/A,True
Pixel Battle Royale,2019,6.1,Action,Indie,True
热血大唐,2024,9.7,Casual,Strategy,True
Reverse: 1999,2024,9.4,RPG,N/A,True
MilMo,2018,7.9,Action,Adventure,True
Bard Idle,2022,7.1,Indie,RPG,True
Fantasia Sango Mysteria,2023,6.9,Adventure,RPG,True
Space Commander: War and Trade,2020,6.8,Action,Indie,True
MuseSwipr,2022,8.6,Action,Casual,True
Plasticity,2019,8.0,Indie,N/A,True
Mimic Search,2024,8.9,Adventure,Indie,True
Angel Wings,2021,8.9,Adventure,Casual,True
Dwerve: Prologue,2021,9.1,Action,Adventure,True
Hide vs. Seek,2017,3.7,Action,Indie,True
Silver Creek Falls: Chapter 1,2015,8.7,Adventure,Indie,True
The Last Sovereign,2019,9.6,Adventure,Indie,True
Espresso Tycoon Prologue: Underwater,2022,9.0,Casual,Simulation,True
First Snow,2024,9.5,Casual,Indie,True
My Free Zoo,2017,6.2,Casual,Simulation,True
Stellar Overload,2016,6.8,Adventure,Indie,False
Greetings,2018,8.5,Indie,N/A,True
Saloon Simulator: Prologue,2024,8.7,Adventure,Simulation,True
The PenguinGame 2 -Lies of Penguin,2023,9.0,Action,N/A,True
Soccer Manager 2017,2016,6.6,Indie,Sports,False
Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ 不思議な旅の錬金術士,2017,8.3,RPG,N/A,False
Rekt: Crash Test,2020,8.4,Action,Indie,True
Overlewd,2023,4.8,Adventure,Casual,True
Geometry May. I swear it's a nice free game,2019,8.1,Action,Adventure,True
Sansar,2018,5.3,Casual,Massively Multiplayer,True
8Bit Fiesta - The Drinking Game,2016,9.3,Action,Casual,True
The Cubicle,2016,8.7,Action,Adventure,True
Command: Modern Air / Naval Operations WOTY,2014,8.3,Simulation,Strategy,False
Zone4,2016,5.9,Action,Casual,False
奕剑江湖,2024,8.9,Action,RPG,True
Faaast Penguin,2024,6.5,Action,Casual,True
Auto Chess,2022,6.5,Strategy,N/A,True
ROG CITADEL XV,2021,7.1,Action,Adventure,True
Racing Classics: Drag Race Simulator,2019,7.5,Racing,Simulation,True
Memoir '44 Online,2011,6.4,Casual,Simulation,True
Warplanes: WW1 Sky Aces,2019,8.3,Action,Indie,True
Janosik - Highlander Precision Platformer,2020,9.4,Action,Adventure,True
UFO Online: Invasion,2016,5.9,Massively Multiplayer,RPG,True
Dragon Nest,2024,4.8,Action,Adventure,True
Witches x Warlocks,2020,9.1,Casual,Indie,True
Deuterium Wars,2019,7.8,Action,Indie,True
Idle Fishing,2024,7.7,Casual,Indie,True
Atma,2019,9.0,Action,Adventure,True
Argentum Online,2022,7.5,Action,Adventure,True
BloodRayne (Legacy),2006,6.5,Action,N/A,False
Love Thyself - A Horatio Story,2019,9.2,Casual,Indie,True
Frog Fighters,2021,9.3,Action,Casual,True
Desktop,2021,8.7,N/A,N/A,True
Dead Seater,2021,9.3,Action,Adventure,True
The Terrible Old Man,2019,8.9,Adventure,N/A,True
Allumette,2016,9.4,Casual,Indie,True
Raji: Prologue,2020,8.9,Action,Adventure,True
Kitten Adventures in City Park,2017,9.4,Adventure,Indie,True
Anarchy: Wolf's law : Prologue,2021,7.7,Action,Adventure,True
Iragon: Prologue 18,2021,8.0,Adventure,Casual,True
Vindictus: Defying Fate Playtest,2024,7.7,N/A,N/A,False
Urban Rivals,2017,6.5,Action,Indie,True
Drunken Wrestlers,2020,9.3,Action,Casual,True
Simutrans,2016,7.5,Simulation,Strategy,True
Delores: A Thimbleweed Park Mini-Adventure,2020,8.9,Adventure,Indie,True
Driver Booster 3 for STEAM,2015,7.7,N/A,N/A,True
Tales Runner,2015,5.7,Action,Adventure,False
斗牌魂,2023,5.0,Casual,Strategy,True
Subspace Continuum,2015,8.8,Action,Casual,True
Til Nord,2021,8.4,Adventure,Racing,True
Truck Mechanic: Dangerous Paths - Prologue,2022,7.1,Action,Adventure,True
The Pirate: Plague of the Dead,2017,7.6,Action,Adventure,True
Eternal Battlefield,2019,7.1,Casual,Indie,True
Sometimes: Success Requires Sacrifice,2015,7.2,Action,Adventure,True
Under What?,2019,8.3,Adventure,Casual,True
Rising Angels: Reborn,2014,8.1,Adventure,Casual,True
Cyphers Game,2022,8.1,Casual,Massively Multiplayer,True
Hello Guest: Hello Neighbor 2 pre-alpha,2020,8.9,Adventure,Indie,True
I Frog-ot,2022,9.9,Adventure,Indie,True
Pinball M,2023,7.8,Simulation,N/A,True
Terroro,2024,9.2,N/A,N/A,True
Esports Godfather: The Legend Begins,2024,8.4,Casual,Indie,True
Mini Battlegrounds,2018,6.5,Action,Casual,True
Pincremental,2020,7.7,Casual,Indie,True
DashPanel,2018,8.3,N/A,N/A,True
FragPunk Playtest,2024,8.1,N/A,N/A,False
Winning Putt: Golf Online,2016,6.4,Massively Multiplayer,Simulation,False
MajorMinor,2016,7.6,Adventure,Indie,True
Just A Humble Swordsmith,2022,9.0,Casual,Strategy,True
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012,8.5,Indie,RPG,True
Forty-Five,2024,9.5,Action,Adventure,True
Rumble Club,2024,7.7,Action,Casual,True
Dies irae Amantes amentes,2017,8.7,Adventure,N/A,True
Dave's Fun Algebra Class: Remastered,2024,8.7,Action,Indie,True
Drift Experience Japan,2023,5.5,Casual,Indie,True
How To Cope With Boredom and Loneliness,2018,9.2,Adventure,Indie,True
Lake of Voices,2018,9.5,Casual,Indie,True
StopGate,2020,9.2,Adventure,Casual,True
Bulanci,2023,6.8,Action,Adventure,True
Jivana,2022,9.1,Adventure,Indie,True
Myths and Legends - Card Game,2019,5.9,Casual,Indie,True
HIDDEN CATS: The last of cats,2024,9.9,Casual,Indie,True
Engine Evolution 2023,2024,7.4,Action,Casual,True
I Am Your President: Prologue,2020,7.8,Simulation,Strategy,True
Drop In - VR F2P,2020,8.3,Action,Casual,True
Escape from Ever After: Onboarding,2024,9.6,Adventure,Indie,True
Undisputed Online Beta,2022,9.4,N/A,N/A,False
The Bottom of the Well,2016,8.5,RPG,N/A,True
THE DAY Online,2018,5.9,Action,N/A,False
Merchant,2018,7.8,Casual,RPG,True
Yu Escape / Monday,2020,8.2,Adventure,Casual,True
The Emperor's Own: Alpha Teaser,2020,7.9,Adventure,RPG,True
STEAM HAMMER,2017,4.0,Action,Indie,False
Echoed World,2017,7.6,Action,Adventure,True
Builders of Greece: Prologue,2023,7.6,Indie,Simulation,True
JermaSlots,2019,9.5,Casual,Indie,True
Fly Punch Boom: First Impact!,2020,9.0,Action,Indie,True
Blaston,2020,9.2,Action,Indie,True
Fun Hospital,2018,6.4,Casual,Indie,True
Marvel: Ultimate Alliance,2016,6.4,Action,Adventure,False
The Fishing Club 3D: Multiplayer Sport Angling,2017,7.6,Casual,Indie,True
Nordicandia,2022,6.9,Action,Indie,True
Grow Defense,2021,7.7,Casual,Indie,True
Captain Bones: Prologue,2021,8.7,Action,Adventure,True
Infinity Kingdom,2021,7.1,Adventure,Massively Multiplayer,True
OneBit Adventure,2022,8.7,Adventure,Casual,True
DRAGON BALL: THE BREAKERS Playtest,2022,8.2,N/A,N/A,False
Buriedbornes2 - Dungeon RPG,2024,8.0,Casual,RPG,True
Throne and Liberty Playtest,2024,6.2,N/A,N/A,False
3 Days War,2023,8.7,Massively Multiplayer,Simulation,True
HIS (Heroes In the Sky),2015,3.7,Indie,N/A,True
United Penguin Kingdom: Huddle up,2023,8.9,Indie,Simulation,True
Dofus,2016,7.2,Adventure,Massively Multiplayer,False
AfterHours,2022,7.1,Adventure,Indie,True
Winter Survival: Prologue,2023,6.7,Action,Adventure,True
A Walk in the Woods,2018,4.1,Adventure,Indie,True
Fiesta Online,2014,6.0,Action,Adventure,True
Idle Heros,2024,8.4,Adventure,Casual,True
Project Hardline,2023,8.5,Action,Adventure,True
The Test: Secrets of the Soul 2,2023,9.8,Adventure,Casual,True
Disc Space,2020,8.5,Massively Multiplayer,Sports,True
Passed Out: Prologue,2022,6.8,Action,N/A,True
Shark Simulator,2017,8.9,Action,Casual,True
Atelier Lydie & Suelle The Alchemists and the Mysterious Paintings,2018,9.2,RPG,N/A,False
驱煞,2024,9.0,Action,Adventure,True
The Little Red Lie,2021,9.3,Adventure,Indie,True
RPG World - Action RPG Maker,2020,7.0,Action,Adventure,True
Dream Of Mirror Online,2015,5.9,Adventure,Massively Multiplayer,True
Worlds Adrift Island Creator,2016,8.4,Simulation,N/A,True
Horse Riding Tales,2019,5.8,Action,Adventure,True
Warlords Awakening,2018,7.1,Action,Adventure,False
WOWOWOW KORONE BOX,2024,9.2,Action,N/A,True
Break a Leg,2024,9.2,Simulation,N/A,True
The Aquarium does not dance,2024,9.7,Adventure,RPG,True
Notanote,2024,8.5,Casual,Indie,True
Project Eagle: A 3D Interactive Mars Base,2018,7.5,Simulation,N/A,True
welcome to heaven,2017,7.4,Adventure,Indie,True
ASTRAL TALE-星界神話,2024,3.9,Action,Adventure,True
Alpha Polaris : A Horror Adventure Game,2015,8.1,Adventure,Indie,True
"Creature Clicker - Capture, Train, Ascend!",2017,4.9,Action,Casual,True
SWARMRIDERS,2016,8.9,Action,Indie,True
DFHack - Dwarf Fortress Modding Engine,2023,9.9,RPG,Simulation,True
Project Morpheus: Prologue,2021,8.1,Action,Adventure,True
Creatures of Aether,2021,7.2,Indie,Strategy,True
Griptape Backbone,2017,9.3,Indie,N/A,True
Rock Paper Scissors Champion,2016,5.9,Casual,Sports,True
"FROM ASHES, BLOOM",2024,9.2,Action,Casual,True
Cartoon Strike,2020,6.5,Action,Indie,True
War of Beach,2015,5.3,Action,Simulation,True
Project Zero Deaths,2019,7.8,Action,N/A,True
Surgeon Simulator VR: Meet The Medic,2016,7.6,Action,Indie,True
Street Fighter IV,2009,9.1,Action,N/A,False
Suspicious Downpour,2021,9.5,Adventure,Casual,True
Summer Nightmare,2017,5.5,Adventure,Casual,True
Nanofights,2014,5.4,Indie,N/A,False
Swarm Simulator: Evolution,2019,7.7,Casual,Indie,True
Cannons Lasers Rockets,2014,2.5,Action,Indie,True
Nordhold: Origins,2024,9.5,Indie,Strategy,True
Sound Slide,2019,7.6,Casual,Indie,True
Sex of Thrones Prologue,2024,8.2,Adventure,RPG,True
FROSTBITE: Deadly Climate,2018,8.7,Action,Adventure,True
Hades II Playtest,2024,9.9,N/A,N/A,False
Ready Player One: OASIS beta,2018,5.9,Action,Adventure,True
Tvö,2022,7.3,Adventure,Casual,True
Project 5: Sightseer,2019,7.2,Action,Adventure,True
World of Speed,2017,6.1,Action,Massively Multiplayer,False
Rogalia,2018,7.0,Adventure,Indie,True
La Tale,2017,5.8,Action,Adventure,True
Strongblade - Puzzle Quest and Match-3 Adventure,2023,8.4,Casual,N/A,True
Chroma: Bloom And Blight,2021,7.8,Casual,Indie,True
"Just, Bearly",2018,9.4,Casual,Indie,True
Space Travel Idle,2020,6.5,Adventure,Indie,True
Wings! Remastered Edition,2014,6.1,Action,Simulation,False
Therian Saga,2017,7.1,Action,Adventure,True
Blind Fate: Edo no Yami Dojo,2021,8.7,Action,Adventure,True
Shadownest,2021,5.5,Action,Adventure,True
Puzzle Pirates: Dark Seas,2018,7.4,Adventure,Casual,True
SCP: Observer,2023,9.4,Indie,N/A,True
Frightened Beetles,2018,9.1,Adventure,Casual,True
HRDINA,2019,9.0,Action,Casual,True
FUCK STALIN,2024,8.5,Action,Casual,True
The Ultimatest Battle,2017,7.9,Action,Indie,True
Star Wars: Droid Repair Bay,2017,9.0,Adventure,Casual,True
Overstep,2019,7.0,Action,Indie,True
Ruzh Delta Z,2015,6.2,Action,Casual,True
Soccer Manager 2015,2015,6.9,Sports,N/A,False
打工吧天使酱 天使在魔界的劳改生活,2022,9.7,Casual,Indie,True
The Panic Room. House of secrets,2016,5.7,Adventure,Casual,True
9Dragons,2017,6.8,Massively Multiplayer,RPG,True
Winter Cats,2024,8.9,Casual,Indie,True
VAIL Alpha,2021,9.3,N/A,N/A,False
Instruction,2024,9.5,Casual,N/A,True
YUR,2020,8.3,N/A,N/A,True
Golden Rush,2015,4.5,Action,Massively Multiplayer,False
Warhammer Combat Cards,2021,5.8,N/A,N/A,True
绝望监牢 / 絶望プリズン,2020,7.4,Adventure,Indie,True
冬日树下的回忆(Memories of the Winter Tree),2023,9.9,Casual,RPG,True
Madrun,2020,9.2,Action,Casual,True
Sunrise: survival,2017,4.9,Action,Adventure,True
Islet Online,2019,7.8,Adventure,Indie,True
Retrograde Arena,2020,9.5,Action,Indie,True
Galaxy Control: 3D Strategy,2016,5.9,Massively Multiplayer,Strategy,True
Crush Online,2016,6.1,Action,Massively Multiplayer,False
Emporea: Realms of War and Magic,2016,6.8,Indie,Massively Multiplayer,True
Whiteboyz Wit Attitude: The Pursuit of Money,2020,9.4,N/A,N/A,True
Demise of Nations,2017,8.1,Indie,Strategy,True
Joker Show - Horror Escape,2023,7.5,Action,Adventure,True
Lazerbait,2016,9.7,Indie,Strategy,True
My Little Farmies,2018,5.5,Casual,Simulation,True
The Elder Scrolls Online - Blackwood,2021,4.9,Massively Multiplayer,RPG,False
Island Dash,2017,8.5,Adventure,Casual,True
Colonize Prologue,2022,6.5,Simulation,Strategy,True
Siren Head: The Siren's Forest,2020,5.3,Indie,N/A,True
Barn Finders: The Pilot,2020,9.2,Adventure,Casual,True
Runo,2021,9.2,Casual,Indie,True
4D Minesweeper,2018,9.3,Casual,Indie,True
强军,2018,1.7,Massively Multiplayer,N/A,True
Shattered Horizon,2009,7.2,Action,Indie,False
Doomsday: Last Survivors,2023,6.7,Massively Multiplayer,RPG,True
Karos Returns,2015,7.3,Massively Multiplayer,RPG,False
Smart Factory Tycoon: Beginnings,2022,7.8,Casual,Indie,True
Ryzom,2016,6.4,Action,Adventure,True
Eden Eternal-聖境伝説,2023,5.4,Action,Adventure,True
Oil Rush,2012,6.7,Indie,Strategy,True
Inertial Drift: Sunset Prologue,2020,8.5,Racing,N/A,True
Jerma & Otto: The Curse of the Late Streamer,2021,9.6,Adventure,Casual,True
The 7th Guest,2013,6.7,Adventure,N/A,False
Dragon's Sin,2017,6.7,Action,Indie,True
Cryptis,2024,9.6,Action,Adventure,True
J-Jump Arena,2023,7.8,Action,Casual,True
World War Armies,2024,5.8,Action,Strategy,True
How We Got Here,2021,8.6,Action,Adventure,True
Beneath The Surface,2018,9.4,Sports,N/A,True
Boodunnit,2021,7.0,Casual,Indie,True
Nonogram - Master's Legacy,2018,8.6,Casual,Indie,True
CONCLUSE,2018,7.4,Action,Adventure,True
A Random Maze 某个迷宫,2021,9.6,Adventure,Indie,True
Absent in the Rain,2022,9.5,Adventure,Indie,True
Uebergame,2015,5.2,Action,Casual,True
GranAge,2020,7.4,Action,Casual,True
Elon Simulator 2019,2019,8.3,Action,Adventure,True
Heroes of SoulCraft - Arcade MOBA,2015,4.1,Action,Casual,True
EvoWave,2021,9.6,Action,Adventure,True
A Night In Berlin,2020,8.3,Action,N/A,True
Police Shootout: Prologue,2022,6.0,Action,Adventure,True
ViRo Playspace,2019,4.1,Casual,Indie,True
HIT,2015,3.8,N/A,N/A,True
Zombie Builder Defense,2018,6.9,Action,N/A,True
Breadsticks,2022,9.6,Action,Adventure,True
Morimens,2024,7.3,RPG,Strategy,True
Battle Ball,2021,8.6,Casual,Indie,True
Artist Idle,2019,6.6,Indie,N/A,True
The Backrooms: Unbounded,2023,7.5,Indie,N/A,True
Fantasynth One,2017,9.6,Indie,N/A,True
Tapple - Idle Clicker,2024,7.0,Casual,Indie,True
Space Between Worlds,2018,9.5,Casual,Indie,True
Sphere 3,2015,5.3,Action,Massively Multiplayer,True
Kādomon: Hyper Auto Battlers Prologue,2024,9.6,Casual,Indie,True
凯尔文 - Kelvin And The Chateau,2021,8.9,Indie,RPG,True
Builder Simulator Playtest,2022,9.7,N/A,N/A,False
THE NORMAL THING,2020,9.5,Adventure,N/A,True
Party Animals Playtest,2023,8.6,N/A,N/A,False
Idle Pins,2021,6.3,Casual,Indie,True
World of Shooting,2024,7.9,Action,Simulation,True
EarthKart: Google Maps Driving Simulator,2023,7.7,Action,Adventure,True
Atopes,2021,9.4,Indie,N/A,True
Driver Fusion - The Best Driver Update and Backup Software,2013,7.1,Indie,N/A,False
IronWolf: Free Non-VR Edition,2023,9.4,Action,Indie,True
PROMOD Playtest,2021,8.7,N/A,N/A,False
Incline,2017,5.2,Action,Indie,True
Lost Memories 3 Side Stories,2020,8.8,Adventure,Indie,True
Car Trader Simulator - Welcome to the Business,2020,6.4,Adventure,Casual,True
Slender Threads: Prologue,2021,9.8,Adventure,Indie,True
Sucker for Love: Prelude,2021,9.7,Indie,RPG,True
FPV Drone Simulator,2017,6.5,Racing,Simulation,True
Darkwind: War on Wheels,2014,5.1,Action,Indie,True
Google Spotlight Stories: Age of Sail,2018,9.8,Adventure,N/A,True
Zoria: Prologue (2020),2020,8.3,Action,Adventure,True
Ducks Can Drive,2023,9.7,Casual,Indie,True
Temperia: Soul of Majestic,2022,8.7,Massively Multiplayer,RPG,True
Gooba Ball,2024,9.7,Casual,Indie,True
Vectromirror 0,2020,8.5,Action,Indie,True
Fungiman,2022,9.1,Action,Adventure,True
MadGuns,2020,5.9,Action,Indie,True
The Odyssey of the Mammoth,2022,9.0,Action,Adventure,True
Odysseus Kosmos and his Robot Quest: Episode 1,2018,7.9,Indie,N/A,True
Fantasy Tales Online,2016,6.9,Indie,Massively Multiplayer,True
SQUARE ENIX AI Tech Preview: THE PORTOPIA SERIAL MURDER CASE,2023,1.5,Adventure,N/A,True
Don't Make Love,2017,8.5,Casual,Indie,True
Metaphobia,2020,8.6,Adventure,Indie,True
Beneath a Steel Sky,2020,9.0,Adventure,Indie,True
Breeze,2022,9.6,Indie,RPG,True
Tap Wizard 2,2024,7.6,Action,Indie,True
Who Is Mike - A Visual Novel,2015,9.1,Casual,Indie,True
吞食天地2誕生Reborn,2024,4.9,Adventure,Massively Multiplayer,True
拯救大魔王2 Rescue the Great Demon 2,2016,7.4,Adventure,Indie,True
Hacker Simulator: Free Trial,2022,7.8,Indie,Simulation,True
Force of Warships: Battleship Games,2022,7.1,Action,Casual,True
Graphwar,2022,9.1,Casual,Indie,True
Birds Aren't Real: The Game,2023,7.9,Adventure,Casual,True
Porcelain Tales,2022,8.3,Action,Adventure,True
Sherlock Holmes: The Mystery of the Mummy,2009,6.1,Adventure,N/A,True
Super POTUS Trump,2017,5.9,Casual,Indie,True
Command & Conquer Renegade,2024,8.5,Action,Strategy,False
Byakuya Museum,2023,9.6,Indie,RPG,True
Pixel Puzzles Traditional Jigsaws,2019,7.5,Casual,N/A,True
Grand Theft Auto 2,2008,9.3,Action,N/A,False
Momentum Mod Playtest,2021,9.8,N/A,N/A,False
Braveland Heroes,2019,5.5,Adventure,RPG,True
The Red Stare,2017,8.8,Action,Indie,True
Retail Company Simulator: Prologue,2024,8.9,Casual,Indie,True
CivIdle,2024,7.3,Indie,Simulation,True
Wait! Life is Beautiful! Prologue,2020,8.8,Casual,Indie,True
Rainy Day,2024,9.1,Adventure,Casual,True
Metamorphos,2021,8.0,Action,Adventure,True
SuperCupOnline,2021,8.7,Indie,Sports,True
Blood Strike,2023,4.1,Action,Massively Multiplayer,True
Chernobyl Liquidators Simulator Playtest,2021,9.3,N/A,N/A,False
Space Bear,2020,9.9,Adventure,Indie,True
Sword Rogue,2020,9.6,Action,Casual,True
Spellstone,2016,6.4,Adventure,RPG,True
Cognition Method: Initiation,2021,8.4,Action,Adventure,True
Home Legacy,2017,3.8,Casual,Massively Multiplayer,True
CroNix,2015,4.7,Action,Casual,True
Ring of Titans,2024,8.0,Action,Indie,True
The NADI Project,2016,6.7,Adventure,Indie,True
Defiance 2050 - Beta,2018,2.0,N/A,N/A,True
BloodRayne 2 (Legacy),2006,6.7,Action,N/A,False
Idle Adventure,2018,6.5,Adventure,Indie,True
Propnight Playtest,2021,9.2,N/A,N/A,False
Impulse of War,2017,6.4,Action,Indie,True
Caribbean Legend: Sandbox,2024,5.8,RPG,N/A,True
Don't get lost,2023,8.0,Adventure,Casual,True
Keyboard Killers,2017,5.0,Action,Casual,True
